part_id,num_fillet,num_hole,num_plane,smallest_fillet_r,smallest_hole_r,load_face,load_direction,load_scale,global_size_initial,global_size_final,converged,top2_features,local_refine_needed,local_size,,thickness,maxsize,load_id
8,3,8,17,0.66675,3.5433,bend_bottom,-1,medium,3.3375,1.8773437499999999,1,"FACE,FACE",1,1.8773437499999999,,2.67,63.5,26
8,3,8,17,0.66675,3.5433,bend_bottom,-1,high,3.3375,1.8773437499999999,1,"FACE,FACE",1,1.8773437499999999,,2.67,63.5,27
8,3,8,17,0.66675,3.5433,tension,-1,low,3.3375,2.136,1,"CIRC_HOLE,FACE",1,0.67584375,,2.67,63.5,28
8,3,8,17,0.66675,3.5433,tension,-1,medium,3.3375,2.136,0,"CIRC_HOLE,FACE",1,0.67584375,,2.67,63.5,29
8,3,8,17,0.66675,3.5433,tension,-1,high,3.3375,2.136,0,"CIRC_HOLE,FACE",1,0.67584375,,2.67,63.5,30
8,3,8,17,0.66675,3.5433,bend_bottom,1,low,3.3375,2.136,1,"FACE,CIRC_HOLE",1,0.901125,,2.67,63.5,31
8,3,8,17,0.66675,3.5433,bend_bottom,1,medium,3.3375,2.136,1,"FACE,CIRC_HOLE",1,0.901125,,2.67,63.5,32
8,3,8,17,0.66675,3.5433,bend_bottom,1,high,3.3375,2.136,1,"FACE,CIRC_HOLE",1,0.901125,,2.67,63.5,33
8,3,8,17,0.66675,3.5433,tension,1,low,3.3375,2.136,1,"CIRC_HOLE,FACE",1,0.901125,,2.67,63.5,34
8,3,8,17,0.66675,3.5433,tension,1,medium,3.3375,2.136,1,"CIRC_HOLE,FACE",1,0.901125,,2.67,63.5,35
8,3,8,17,0.66675,3.5433,tension,1,high,3.3375,2.136,1,"CIRC_HOLE,FACE",1,0.901125,,2.67,63.5,36
12,1,12,21,2.032,2.7432,bend_bottom,-1,low,6.35,2.143125,0,"FACE,FACE",1,1.60734375,,4,127,37
12,1,12,21,2.032,2.7432,bend_bottom,-1,medium,6.35,2.143125,0,"FACE,FACE",1,1.60734375,,4,127,38
12,1,12,21,2.032,2.7432,bend_bottom,-1,high,6.35,2.143125,0,"FACE,FACE",1,1.60734375,,4,127,39
12,1,12,21,2.032,2.7432,tension,-1,low,6.35,4.064,1,"CIRC_HOLE,FACE",1,2.286,,4,127,40
12,1,12,21,2.032,2.7432,tension,-1,medium,6.35,4.064,1,"CIRC_HOLE,FACE",1,2.286,,4,127,41
12,1,12,21,2.032,2.7432,tension,-1,high,6.35,4.064,1,"CIRC_HOLE,FACE",1,2.286,,4,127,42
12,1,12,21,2.032,2.7432,bend_bottom,1,low,6.35,3.2512000000000003,1,"CIRC_HOLE,FACE",1,0.7715250000000001,,4,127,43
12,1,12,21,2.032,2.7432,bend_bottom,1,medium,6.35,3.2512000000000003,1,"CIRC_HOLE,FACE",1,0.7715250000000001,,4,127,44
12,1,12,21,2.032,2.7432,bend_bottom,1,high,6.35,3.2512000000000003,0,"FACE,CIRC_HOLE",1,1.0287000000000002,,4,127,45
12,1,12,21,2.032,2.7432,tension,1,low,6.35,4.064,1,"CIRC_HOLE,FACE",1,2.286,,4,127,46
12,1,12,21,2.032,2.7432,tension,1,medium,6.35,4.064,1,"CIRC_HOLE,FACE",1,2.286,,4,127,47
12,1,12,21,2.032,2.7432,tension,1,high,6.35,4.064,1,"CIRC_HOLE,FACE",1,2.286,,4,127,48
13,1,12,21,2.413,2.8956,bend_bottom,-1,low,7.619999694824244,4.286249828338637,1,"FILLET,FACE",1,2.4110155284404837,,4.83,152.3999938964849,49
13,1,12,21,2.413,2.8956,bend_bottom,-1,medium,7.619999694824244,4.286249828338637,1,"FILLET,FACE",1,2.4110155284404837,,4.83,152.3999938964849,50
13,1,12,21,2.413,2.8956,bend_bottom,-1,high,7.619999694824244,4.286249828338637,1,"FILLET,FACE",1,2.4110155284404837,,4.83,152.3999938964849,51
13,1,12,21,2.413,2.8956,tension,-1,low,7.619999694824244,3.9014398437500137,1,"FACE,CIRC_HOLE",1,1.2344399505615278,,4.83,152.3999938964849,52
13,1,12,21,2.413,2.8956,tension,-1,medium,7.619999694824244,3.9014398437500137,1,"FACE,CIRC_HOLE",1,1.2344399505615278,,4.83,152.3999938964849,53
13,1,12,21,2.413,2.8956,tension,-1,high,7.619999694824244,3.9014398437500137,1,"FACE,CIRC_HOLE",1,1.2344399505615278,,4.83,152.3999938964849,54
13,1,12,21,2.413,2.8956,bend_bottom,1,low,7.619999694824244,3.9014398437500137,0,"CIRC_HOLE,FACE",1,1.2344399505615278,,4.83,152.3999938964849,55
13,1,12,21,2.413,2.8956,bend_bottom,1,medium,7.619999694824244,3.9014398437500137,0,"CIRC_HOLE,FACE",1,1.2344399505615278,,4.83,152.3999938964849,56
13,1,12,21,2.413,2.8956,bend_bottom,1,high,7.619999694824244,4.286249828338637,1,"FACE,CIRC_HOLE",1,3.2146873712539783,,4.83,152.3999938964849,57
13,1,12,21,2.413,2.8956,tension,1,low,7.619999694824244,3.9014398437500137,0,"FACE,CIRC_HOLE",1,1.2344399505615278,,4.83,152.3999938964849,58
13,1,12,21,2.413,2.8956,tension,1,medium,7.619999694824244,3.9014398437500137,0,"FACE,CIRC_HOLE",1,1.2344399505615278,,4.83,152.3999938964849,59
13,1,12,21,2.413,2.8956,tension,1,high,7.619999694824244,3.9014398437500137,0,"FACE,CIRC_HOLE",1,1.2344399505615278,,4.83,152.3999938964849,60
14,0,12,22,4.191,2.921,bend_bottom,-1,low,10.159999525547027,4.286249799840152,1,"FACE,FACE",1,4.286249799840152,,5.6,203.19999051094055,61
14,0,12,22,4.191,2.921,bend_bottom,-1,medium,10.159999525547027,4.286249799840152,1,"FACE,FACE",1,4.286249799840152,,5.6,203.19999051094055,62
14,0,12,22,4.191,2.921,bend_bottom,-1,high,10.159999525547027,6.095999715328216,1,"FACE,FACE",1,4.571999786496162,,5.6,203.19999051094055,63
14,0,12,22,4.191,2.921,tension,-1,low,10.159999525547027,6.502399696350098,1,"CIRC_HOLE,FACE",1,3.6575998291969305,,5.6,203.19999051094055,64
14,0,12,22,4.191,2.921,tension,-1,medium,10.159999525547027,6.502399696350098,1,"CIRC_HOLE,FACE",1,3.6575998291969305,,5.6,203.19999051094055,65
14,0,12,22,4.191,2.921,tension,-1,high,10.159999525547027,6.502399696350098,1,"CIRC_HOLE,FACE",1,3.6575998291969305,,5.6,203.19999051094055,66
14,0,12,22,4.191,2.921,bend_bottom,1,low,10.159999525547027,5.201919757080079,1,"CIRC_HOLE,FACE",1,1.6459199231386188,,5.6,203.19999051094055,67
14,0,12,22,4.191,2.921,bend_bottom,1,medium,10.159999525547027,5.201919757080079,1,"CIRC_HOLE,FACE",1,1.6459199231386188,,5.6,203.19999051094055,68
14,0,12,22,4.191,2.921,bend_bottom,1,high,10.159999525547027,5.201919757080079,1,"CIRC_HOLE,FACE",1,1.6459199231386188,,5.6,203.19999051094055,69
14,0,12,22,4.191,2.921,tension,1,low,10.159999525547027,6.502399696350098,1,"CIRC_HOLE,FACE",1,3.6575998291969305,,5.6,203.19999051094055,70
14,0,12,22,4.191,2.921,tension,1,medium,10.159999525547027,6.502399696350098,1,"CIRC_HOLE,FACE",1,3.6575998291969305,,5.6,203.19999051094055,71
14,0,12,22,4.191,2.921,tension,1,high,10.159999525547027,6.502399696350098,1,"CIRC_HOLE,FACE",1,3.6575998291969305,,5.6,203.19999051094055,72
15,1,16,25,3.175,2.7432,bend_bottom,-1,low,12.7,6.096,0,"FILLET,FACE",1,2.57175,,6.35,254,73
15,1,16,25,3.175,2.7432,bend_bottom,-1,medium,12.7,6.096,0,"FILLET,FACE",1,2.57175,,6.35,254,74
15,1,16,25,3.175,2.7432,bend_bottom,-1,high,12.7,6.096,0,"FILLET,CIRC_HOLE",1,1.9288125000000003,,6.35,254,75
15,1,16,25,3.175,2.7432,tension,-1,low,12.7,6.502400000000001,1,"CIRC_HOLE,FACE",1,2.7432000000000003,,6.35,254,76
15,1,16,25,3.175,2.7432,tension,-1,medium,12.7,6.502400000000001,1,"CIRC_HOLE,FACE",1,2.7432000000000003,,6.35,254,77
15,1,16,25,3.175,2.7432,tension,-1,high,12.7,6.502400000000001,1,"CIRC_HOLE,FACE",1,2.7432000000000003,,6.35,254,78
15,1,16,25,3.175,2.7432,bend_bottom,1,low,12.7,5.201920000000001,1,"CIRC_HOLE,FACE",1,1.6459200000000003,,6.35,254,79
15,1,16,25,3.175,2.7432,bend_bottom,1,medium,12.7,5.201920000000001,1,"CIRC_HOLE,FACE",1,1.6459200000000003,,6.35,254,80
15,1,16,25,3.175,2.7432,bend_bottom,1,high,12.7,5.201920000000001,1,"CIRC_HOLE,FACE",1,1.6459200000000003,,6.35,254,81
15,1,16,25,3.175,2.7432,tension,1,low,12.7,6.502400000000001,1,"CIRC_HOLE,FACE",1,2.7432000000000003,,6.35,254,82
15,1,16,25,3.175,2.7432,tension,1,medium,12.7,6.502400000000001,1,"CIRC_HOLE,FACE",1,2.7432000000000003,,6.35,254,83
15,1,16,25,3.175,2.7432,tension,1,high,12.7,6.502400000000001,1,"CIRC_HOLE,FACE",1,2.7432000000000003,,6.35,254,84
16,2,4,40,1.524,2.3495,bend_bottom,-1,low,2.5,1.6,0,"FACE,FILLET",1,0.5062500000000001,,2,25.399999499320984,85
16,2,4,40,1.524,2.3495,bend_bottom,-1,medium,2.5,1.6,0,"FACE,FILLET",1,0.5062500000000001,,2,25.399999499320984,86
16,2,4,40,1.524,2.3495,bend_bottom,-1,high,2.5,1.6,0,"FACE,FILLET",1,0.5062500000000001,,2,25.399999499320984,87
16,2,4,40,1.524,2.3495,tension,-1,low,2.5,1.6,1,"CIRC_HOLE,FACE",1,0.5062500000000001,,2,25.399999499320984,88
16,2,4,40,1.524,2.3495,tension,-1,medium,2.5,1.6,1,"CIRC_HOLE,FACE",1,0.675,,2,25.399999499320984,89
16,2,4,40,1.524,2.3495,tension,-1,high,2.5,1.6,1,"CIRC_HOLE,FACE",1,0.5062500000000001,,2,25.399999499320984,90
16,2,4,40,1.524,2.3495,bend_bottom,1,low,2.5,1.6,0,"FACE,FILLET",1,0.5062500000000001,,2,25.399999499320984,91
16,2,4,40,1.524,2.3495,bend_bottom,1,medium,2.5,1.6,0,"FACE,FILLET",1,0.5062500000000001,,2,25.399999499320984,92
16,2,4,40,1.524,2.3495,bend_bottom,1,high,2.5,1.6,0,"FACE,FILLET",1,0.5062500000000001,,2,25.399999499320984,93
16,2,4,40,1.524,2.3495,tension,1,low,2.5,1.6,1,"CIRC_HOLE,FACE",1,0.675,,2,25.399999499320984,94
16,2,4,40,1.524,2.3495,tension,1,medium,2.5,1.6,1,"CIRC_HOLE,FACE",1,0.675,,2,25.399999499320984,95
16,2,4,40,1.524,2.3495,tension,1,high,2.5,1.6,1,"CIRC_HOLE,FACE",1,0.675,,2,25.399999499320984,96
17,2,8,16,0.889,2.3495,bend_bottom,-1,low,2.225,1.4240000000000004,0,"FILLET,FACE",1,0.4505625000000001,,1.78,38.099998474121094,97
17,2,8,16,0.889,2.3495,bend_bottom,-1,medium,2.225,1.4240000000000004,0,"FILLET,FACE",1,0.4505625000000001,,1.78,38.099998474121094,98
17,2,8,16,0.889,2.3495,bend_bottom,-1,high,2.225,1.4240000000000004,0,"FILLET,FACE",1,0.4505625000000001,,1.78,38.099998474121094,99
17,2,8,16,0.889,2.3495,tension,-1,low,2.225,1.4240000000000004,1,"FACE,CIRC_HOLE",1,0.6007500000000001,,1.78,38.099998474121094,100
17,2,8,16,0.889,2.3495,tension,-1,medium,2.225,1.4240000000000004,1,"CIRC_HOLE,FACE",1,0.6007500000000001,,1.78,38.099998474121094,101
17,2,8,16,0.889,2.3495,tension,-1,high,2.225,1.4240000000000004,1,"CIRC_HOLE,FACE",1,0.6007500000000001,,1.78,38.099998474121094,102
17,2,8,16,0.889,2.3495,bend_bottom,1,low,2.225,1.4240000000000004,1,"FILLET,CIRC_HOLE",1,0.1900810546875,,1.78,38.099998474121094,103
17,2,8,16,0.889,2.3495,bend_bottom,1,medium,2.225,1.4240000000000004,1,"FILLET,CIRC_HOLE",1,0.1900810546875,,1.78,38.099998474121094,104
17,2,8,16,0.889,2.3495,bend_bottom,1,high,2.225,1.4240000000000004,1,"FILLET,FACE",1,0.4505625000000001,,1.78,38.099998474121094,105
17,2,8,16,0.889,2.3495,tension,1,low,2.225,1.4240000000000004,1,"FACE,CIRC_HOLE",1,0.6007500000000001,,1.78,38.099998474121094,106
17,2,8,16,0.889,2.3495,tension,1,medium,2.225,1.4240000000000004,1,"FACE,CIRC_HOLE",1,0.6007500000000001,,1.78,38.099998474121094,107
17,2,8,16,0.889,2.3495,tension,1,high,2.225,1.4240000000000004,1,"CIRC_HOLE,FACE",1,0.6007500000000001,,1.78,38.099998474121094,108
18,2,8,16,1.3335,2.159,bend_bottom,-1,low,2.5399999648332594,1.4287499802187085,1,"FILLET,FACE",1,0.8036718638730235,,1.78,50.79999929666519,109
18,2,8,16,1.3335,2.159,bend_bottom,-1,medium,2.5399999648332594,1.4287499802187085,1,"FILLET,FACE",1,0.8036718638730235,,1.78,50.79999929666519,110
18,2,8,16,1.3335,2.159,bend_bottom,-1,high,2.5399999648332594,1.4287499802187085,1,"FILLET,FACE",1,0.8036718638730235,,1.78,50.79999929666519,111
18,2,8,16,1.3335,2.159,tension,-1,low,2.5399999648332594,1.625599977493286,1,"FACE,CIRC_HOLE",1,0.6857999905049801,,1.78,50.79999929666519,112
18,2,8,16,1.3335,2.159,tension,-1,medium,2.5399999648332594,1.625599977493286,1,"FACE,CIRC_HOLE",1,0.6857999905049801,,1.78,50.79999929666519,113
18,2,8,16,1.3335,2.159,tension,-1,high,2.5399999648332594,1.625599977493286,1,"CIRC_HOLE,FACE",1,0.6857999905049801,,1.78,50.79999929666519,114
18,2,8,16,1.3335,2.159,bend_bottom,1,low,2.5399999648332594,1.5239999788999556,0,"FACE,CIRC_HOLE",1,0.6429374910984187,,1.78,50.79999929666519,115
18,2,8,16,1.3335,2.159,bend_bottom,1,medium,2.5399999648332594,1.5239999788999556,0,"FACE,CIRC_HOLE",1,0.6429374910984187,,1.78,50.79999929666519,116
18,2,8,16,1.3335,2.159,bend_bottom,1,high,2.5399999648332594,1.5239999788999556,0,"FACE,CIRC_HOLE",1,0.6429374910984187,,1.78,50.79999929666519,117
18,2,8,16,1.3335,2.159,tension,1,low,2.5399999648332594,1.625599977493286,1,"FACE,CIRC_HOLE",1,0.6857999905049801,,1.78,50.79999929666519,118
18,2,8,16,1.3335,2.159,tension,1,medium,2.5399999648332594,1.625599977493286,1,"FACE,CIRC_HOLE",1,0.6857999905049801,,1.78,50.79999929666519,119
18,2,8,16,1.3335,2.159,tension,1,high,2.5399999648332594,1.625599977493286,1,"FACE,CIRC_HOLE",1,0.6857999905049801,,1.78,50.79999929666519,120
19,2,8,16,1.3335,2.159,bend_bottom,-1,low,3.174999812245369,1.1429999324083329,0,"FACE,FILLET",1,0.6429374619796873,,1.78,63.49999624490738,121
19,2,8,16,1.3335,2.159,bend_bottom,-1,medium,3.174999812245369,1.1429999324083329,0,"FACE,FILLET",1,0.6429374619796873,,1.78,63.49999624490738,122
19,2,8,16,1.3335,2.159,bend_bottom,-1,high,3.174999812245369,1.1429999324083329,0,"FACE,FILLET",1,0.6429374619796873,,1.78,63.49999624490738,123
19,2,8,16,1.3335,2.159,tension,-1,low,3.174999812245369,1.6255999038696292,1,"CIRC_HOLE,FACE",1,0.6857999594449999,,1.78,63.49999624490738,124
19,2,8,16,1.3335,2.159,tension,-1,medium,3.174999812245369,1.6255999038696292,1,"CIRC_HOLE,FACE",1,0.6857999594449999,,1.78,63.49999624490738,125
19,2,8,16,1.3335,2.159,tension,-1,high,3.174999812245369,1.6255999038696292,1,"CIRC_HOLE,FACE",1,0.6857999594449999,,1.78,63.49999624490738,126
19,2,8,16,1.3335,2.159,bend_bottom,1,low,3.174999812245369,1.5239999098777774,0,"FACE,CIRC_HOLE",1,0.6429374619796873,,1.78,63.49999624490738,127
19,2,8,16,1.3335,2.159,bend_bottom,1,medium,3.174999812245369,1.1429999324083329,0,"FACE,FILLET",1,0.6429374619796873,,1.78,63.49999624490738,128
19,2,8,16,1.3335,2.159,bend_bottom,1,high,3.174999812245369,1.1429999324083329,0,"FACE,FILLET",1,0.6429374619796873,,1.78,63.49999624490738,129
19,2,8,16,1.3335,2.159,tension,1,low,3.174999812245369,1.6255999038696292,1,"CIRC_HOLE,FACE",1,0.6857999594449999,,1.78,63.49999624490738,130
19,2,8,16,1.3335,2.159,tension,1,medium,3.174999812245369,1.6255999038696292,1,"CIRC_HOLE,FACE",1,0.6857999594449999,,1.78,63.49999624490738,131
19,2,8,16,1.3335,2.159,tension,1,high,3.174999812245369,1.6255999038696292,1,"FACE,CIRC_HOLE",1,0.5143499695837499,,1.78,63.49999624490738,132
20,1,8,17,1.905,2.2479,bend_bottom,-1,low,3.810000014305115,2.4384000091552736,1,"FILLET,FACE",1,0.7715250028967857,,2.54,76.2000002861023,133
20,1,8,17,1.905,2.2479,bend_bottom,-1,medium,3.810000014305115,2.4384000091552736,1,"FILLET,FACE",1,0.7715250028967857,,2.54,76.2000002861023,134
20,1,8,17,1.905,2.2479,bend_bottom,-1,high,3.810000014305115,2.4384000091552736,1,"FILLET,FACE",1,0.7715250028967857,,2.54,76.2000002861023,135
20,1,8,17,1.905,2.2479,tension,-1,low,3.810000014305115,2.4384000091552736,1,"CIRC_HOLE,FACE",1,0.7715250028967857,,2.54,76.2000002861023,136
20,1,8,17,1.905,2.2479,tension,-1,medium,3.810000014305115,2.4384000091552736,1,"CIRC_HOLE,FACE",1,0.7715250028967857,,2.54,76.2000002861023,137
20,1,8,17,1.905,2.2479,tension,-1,high,3.810000014305115,2.4384000091552736,1,"CIRC_HOLE,FACE",1,0.7715250028967857,,2.54,76.2000002861023,138
20,1,8,17,1.905,2.2479,bend_bottom,1,low,3.810000014305115,2.4384000091552736,1,"FACE,CIRC_HOLE",1,1.028700003862381,,2.54,76.2000002861023,139
20,1,8,17,1.905,2.2479,bend_bottom,1,medium,3.810000014305115,2.4384000091552736,1,"FACE,CIRC_HOLE",1,1.3716000051498414,,2.54,76.2000002861023,140
20,1,8,17,1.905,2.2479,bend_bottom,1,high,3.810000014305115,2.4384000091552736,1,"FILLET,FACE",1,0.7715250028967857,,2.54,76.2000002861023,141
20,1,8,17,1.905,2.2479,tension,1,low,3.810000014305115,2.4384000091552736,1,"CIRC_HOLE,FACE",1,0.7715250028967857,,2.54,76.2000002861023,142
20,1,8,17,1.905,2.2479,tension,1,medium,3.810000014305115,2.4384000091552736,1,"CIRC_HOLE,FACE",1,0.7715250028967857,,2.54,76.2000002861023,143
20,1,8,17,1.905,2.2479,tension,1,high,3.810000014305115,2.4384000091552736,1,"FACE,CIRC_HOLE",1,0.7715250028967857,,2.54,76.2000002861023,144
21,1,8,17,2.4765,2.8067,bend_bottom,-1,low,5.079999870061874,1.6073437088867648,1,"FACE,FACE",1,1.6073437088867648,,3.3,101.59999740123749,145
21,1,8,17,2.4765,2.8067,bend_bottom,-1,medium,5.079999870061874,1.6073437088867648,0,"FACE,FACE",1,1.6073437088867648,,3.3,101.59999740123749,146
21,1,8,17,2.4765,2.8067,bend_bottom,-1,high,5.079999870061874,2.8574999269098043,1,"FACE,CIRC_HOLE",1,2.8574999269098043,,3.3,101.59999740123749,147
21,1,8,17,2.4765,2.8067,tension,-1,low,5.079999870061874,3.2511999168395995,0,"CIRC_HOLE,FACE",1,1.0286999736875297,,3.3,101.59999740123749,148
21,1,8,17,2.4765,2.8067,tension,-1,medium,5.079999870061874,3.2511999168395995,0,"CIRC_HOLE,FACE",1,1.0286999736875297,,3.3,101.59999740123749,149
21,1,8,17,2.4765,2.8067,tension,-1,high,5.079999870061874,3.2511999168395995,0,"CIRC_HOLE,FACE",1,1.0286999736875297,,3.3,101.59999740123749,150
21,1,8,17,2.4765,2.8067,bend_bottom,1,low,5.079999870061874,3.2511999168395995,0,"CIRC_HOLE,FACE",1,1.0286999736875297,,3.3,101.59999740123749,151
21,1,8,17,2.4765,2.8067,bend_bottom,1,medium,5.079999870061874,3.0479999220371248,1,"CIRC_HOLE,FACE",1,1.7144999561458827,,3.3,101.59999740123749,152
21,1,8,17,2.4765,2.8067,bend_bottom,1,high,5.079999870061874,3.0479999220371248,1,"CIRC_HOLE,FACE",1,1.7144999561458827,,3.3,101.59999740123749,153
21,1,8,17,2.4765,2.8067,tension,1,low,5.079999870061874,3.2511999168395995,0,"CIRC_HOLE,FACE",1,1.0286999736875297,,3.3,101.59999740123749,154
21,1,8,17,2.4765,2.8067,tension,1,medium,5.079999870061874,3.2511999168395995,0,"CIRC_HOLE,FACE",1,1.0286999736875297,,3.3,101.59999740123749,155
21,1,8,17,2.4765,2.8067,tension,1,high,5.079999870061874,3.2511999168395995,0,"CIRC_HOLE,FACE",1,1.0286999736875297,,3.3,101.59999740123749,156
22,1,12,21,2.286,3.1242,bend_bottom,-1,low,7.619999694824219,3.2146873712539668,1,"FACE,FACE",1,3.2146873712539668,,4.57,152.39999389648438,157
22,1,12,21,2.286,3.1242,bend_bottom,-1,medium,7.619999694824219,3.2146873712539668,1,"FACE,FACE",1,3.2146873712539668,,4.57,152.39999389648438,158
22,1,12,21,2.286,3.1242,bend_bottom,-1,high,7.619999694824219,3.2146873712539668,1,"FACE,CIRC_HOLE",1,3.2146873712539668,,4.57,152.39999389648438,159
22,1,12,21,2.286,3.1242,tension,-1,low,7.619999694824219,3.901439843750001,1,"CIRC_HOLE,FACE",1,1.6459199340820316,,4.57,152.39999389648438,160
22,1,12,21,2.286,3.1242,tension,-1,medium,7.619999694824219,3.901439843750001,1,"CIRC_HOLE,FACE",1,1.6459199340820316,,4.57,152.39999389648438,161
22,1,12,21,2.286,3.1242,tension,-1,high,7.619999694824219,3.901439843750001,1,"CIRC_HOLE,FACE",1,1.6459199340820316,,4.57,152.39999389648438,162
22,1,12,21,2.286,3.1242,bend_bottom,1,low,7.619999694824219,3.901439843750001,0,"FACE,CIRC_HOLE",1,1.2344399505615238,,4.57,152.39999389648438,163
22,1,12,21,2.286,3.1242,bend_bottom,1,medium,7.619999694824219,3.901439843750001,0,"FACE,CIRC_HOLE",1,1.2344399505615238,,4.57,152.39999389648438,164
22,1,12,21,2.286,3.1242,bend_bottom,1,high,7.619999694824219,3.901439843750001,0,"FACE,CIRC_HOLE",1,1.2344399505615238,,4.57,152.39999389648438,165
22,1,12,21,2.286,3.1242,tension,1,low,7.619999694824219,3.901439843750001,1,"CIRC_HOLE,FACE",1,1.6459199340820316,,4.57,152.39999389648438,166
22,1,12,21,2.286,3.1242,tension,1,medium,7.619999694824219,3.901439843750001,1,"CIRC_HOLE,FACE",1,1.6459199340820316,,4.57,152.39999389648438,167
22,1,12,21,2.286,3.1242,tension,1,high,7.619999694824219,3.901439843750001,1,"CIRC_HOLE,FACE",1,1.6459199340820316,,4.57,152.39999389648438,168
25,5,8,17,1.27,1.55,bend_bottom,-1,low,3.125,2.34375,0,"FILLET,FACE",1,0.988769531,,2.5,30.162500381469727,169
25,5,8,17,1.27,1.55,bend_bottom,-1,medium,3.125,2.34375,0,"FILLET,FACE",1,0.988769531,,2.5,30.162500381469727,170
25,5,8,17,1.27,1.55,bend_bottom,-1,high,3.125,2.34375,0,"FILLET,FACE",1,0.988769531,,2.5,30.162500381469727,171
25,5,8,17,1.27,1.55,tension,-1,low,3.125,2,0,"CIRC_HOLE,FACE",1,0.6328125,,2.5,30.162500381469727,172
25,5,8,17,1.27,1.55,tension,-1,medium,3.125,2,0,"CIRC_HOLE,FACE",1,0.6328125,,2.5,30.162500381469727,173
